571,Equinix,624,233.00 ,83.70,7273,Peter F. Van Camp,Financials,Real estate,Redwood City,CA,37.4852152,-122.2363548
572,Terex,445,128.70 ,-,10700,John L. Garrison Jr.,Industrials,Construction and Farm Machinery,Westport,CT,41.1414717,-73.3579049
573,Crown Castle International,596,444.60 ,24.50,4500,Jay A. Brown,Financials,Real estate,Houston,TX,29.7604267,-95.3698028
574,CACI International,615,163.70 ,14.60,18600,Kenneth Asbury,Technology,Information Technology Services,Arlington,VA,38.8816208,-77.0909809
575,Watsco,574,208.20 ,13.90,5200,Albert H. Nahmad,Wholesalers,Wholesalers: Diversified,Miami,FL,25.7616798,-80.1917902
576,Coca-Cola Bottling,701,96.50 ,92.50,15500,J. Frank Harrison III,"Food, Beverages &  Tobacco",Beverages,Charlotte,NC,35.2270869,-80.8431267
577,Welltower,564,522.80 ,-51.50,392,Thomas J. DeRosa,Financials,Real estate,Toledo,OH,41.6528052,-83.5378674
578,ADT,NULL,342.60 ,-,18000,Timothy J. Whall,Business Services,Diversified Outsourcing Services,Boca Raton,FL,26.3683064,-80.1289321
579,Ametek,604,681.50 ,33.10,16900,David A. Zapico,Technology,"Scientific,Photographic and  Control Equipment",Berwyn,PA,40.045824,-75.4395931
580,CNO Financial Group,590,175.60 ,-51.00,3300,Gary C. Bhojwani,Financials,"Insurance: Life, Health (stock)",Carmel,IN,39.978371,-86.1180435
581,Camping World Holdings,648,28.40 ,-85.20,10227,Marcus A. Lemonis,Retailing,"Automotive Retailing, Services",Lincolnshire,IL,42.1900249,-87.9084039
582,LPL Financial Holdings,584,238.90 ,24.50,3736,Dan H. Arnold,Financials,Securities,Boston,MA,42.3600825,-71.0588801
583,Noble Energy,653,1118.00,-,2277,David L. Stover,Energy,"Mining, Crude-Oil Production",Houston,TX,29.7604267,-95.3698028
584,Bloomin Brands,568,100.20 ,140.10,94000,Elizabeth A. Smith,"Hotels, Restaurants &  Leisure",Food Services,Tampa,FL,27.950575,-82.4571776
585,Moodys,631,1000.60 ,275.30,11896,Raymond W. McDaniel Jr.,Business Services,Financial Data Services,New York,NY,40.7127753,-74.0059728
586,Symantec,465,106.00,-104.30,13000,Gregory S. Clark,Technology,Computer Software,Mountain View,CA,37.3860517,-122.0838511
587,Amkor Technology,600,260.70 ,58.80,29300,Stephen D. Kelley,Technology,Semiconductors and Other Electronic Components,Tempe,AZ,33.4255104,-111.9400054
588,Skechers U.S.A.,638,179.20 ,-26.40,8150,Robert Greenberg,Apparel,Apparel,Manhattan Beach,CA,33.8847361,-118.4109089
589,KBR,567,434.00 ,-,20000,Stuart Bradie,Engineering &  Construction,"Engineering, Construction",Houston,TX,29.7604267,-95.3698028
590,Tiffany,588,370.10 ,-17.00,13100,Alessandro Bogliolo,Retailing,Specialty Retailers: Other,New York,NY,40.7127753,-74.0059728
591,Torchmark,580,1454.50 ,164.60,3102,Gary L. Coleman/Larry M. Hutchison,Financials,"Insurance: Life, Health (stock)",McKinney,TX,33.1972465,-96.6397822
592,Broadridge Financial Solutions,749,326.80 ,6.30,10000,Richard J. Daly,Business Services,Financial Data Services,Lake Success,NY,40.7706572,-73.7176312
593,Quad/Graphics,560,107.20 ,138.80,21100,J. Joel Quadracci,Media,"Publishing, Printing",Sussex,WI,43.13418,-88.22294
594,CF Industries Holdings,622,357.70 ,-,2950,W. Anthony Will,Chemicals,Chemicals,Deerfield,IL,42.1711365,-87.8445119
595,Carlisle,623,365.50 ,46.10,14800,D. Christian Koch,Materials,"Building Materials, Glass",Scottsdale,AZ,33.4941704,-111.9260519
596,Silgan Holdings,629,269.70 ,75.80,12515,Anthony J. Allott,Materials,"Packaging, Containers",Stamford,CT,41.0534302,-73.5387341
597,Bemis,587,94.00 ,-60.20,16582,William F. Austen,Materials,"Packaging, Containers",Neenah,WI,44.1858193,-88.462609
598,CA,583,775.00 ,-1.00,11800,Michael P. Gregoire,Technology,Computer Software,New York,NY,40.7127753,-74.0059728
599,Hub Group,640,135.20 ,80.70,4377,David P. Yeager,Transportation,Transportation and Logistics,Oak Brook,IL,41.8397865,-87.9535534
600,Worldpay,637,130.10 ,-39.00,3560,Charles D. Drucker/Philip E.R. Jansen,Business Services,Financial Data Services,Cincinnati,OH,39.2807348,-84.3173878
601,Ingles Markets,608,53.90 ,-0.60,17250,James W. Lanning,Food &  Drug Stores,Food and Drug Stores,Black Mountain,NC,35.6178951,-82.3212302
602,Snap-on,618,557.70 ,2.10,12600,Nicholas T. Pinchuk,Industrials,Industrial Machinery,Kenosha,WI,42.5847425,-87.8211854
603,Dentsply Sirona,614,1550.00,-460.50,16100,Donald M. Casey Jr.,Health Care,Medical Products and Equipment,York,PA,39.9625984,-76.727745
604,Calumet Specialty Products,632,103.80,-,1600,Timothy Go,Energy,Petroleum Refining,Indianapolis,IN,39.768403,-86.158068
605,Global Payments,669,468.40 ,132.20,10000,Jeffrey S. Sloan,Business Services,Financial Data Services,Atlanta,GA,33.7489954,-84.3879824
606,Encompass Health,619,256.30 ,3.50,30935,Mark J. Tarr,Health Care,Health Care: Medical Facilities,Birmingham,AL,33.5206608,-86.80249
607,Martin Marietta Materials,607,713.30 ,67.70,8406,C. Howard Nye,Materials,"Building Materials, Glass",Raleigh,NC,35.7795897,-78.6381787
608,Nasdaq,620,734.00 ,579.60,4734,Adena T. Friedman,Financials,Securities,New York,NY,40.7127753,-74.0059728
609,Leggett & Platt,613,292.60 ,-24.20,22200,Karl G. Glassman,Household Products,"Home Equipment, Furnishings",Carthage,MO,37.176447,-94.3102228
610,Universal Forest Products,687,119.50 ,18.10,10000,Matthew J. Missad,Materials,"Building Materials, Glass",Grand Rapids,MI,42.9633599,-85.6680863
611,Sally Beauty Holdings,592,215.10 ,-3.50,21755,Christian A. Brickman,Retailing,Specialty Retailers: Other,Denton,TX,33.2148412,-97.1330683
612,Flowers Foods,594,150.10 ,-8.30,9800,Allen L. Shiver,"Food, Beverages &  Tobacco",Food Consumer Products,Thomasville,GA,30.8365815,-83.9787808
613,Barnes & Noble,555,22.00 ,-,18592,Demos Parneros,Retailing,Specialty Retailers: Other,New York,NY,40.7127753,-74.0059728
614,American Equity Investment Life,883,174.60 ,109.80,515,John M. Matovina,Financials,"Insurance: Life, Health (stock)",West Des Moines,IA,41.5772115,-93.711332
615,Vulcan Materials,635,601.20 ,43.30,8287,J. Thomas Hill,Materials,"Building Materials, Glass",Birmingham,AL,33.5206608,-86.80249
616,Taylor Morrison Home,644,91.20 ,73.40,1800,Sheryl D. Palmer,Engineering &  Construction,Homebuilders,Scottsdale,AZ,33.4941704,-111.9260519
617,Westinghouse Air Brake,742,262.30 ,-14.00,18000,Raymond T. Betler,Industrials,Industrial Machinery,Wilmerding,PA,40.3909023,-79.8100472
618,Crestwood Equity Partners,805,191.90,-,954,Robert G Phillips,Energy,Energy,Houston,TX,29.7604267,-95.3698028
619,Iron Mountain,649,183.80 ,75.40,24000,William L. Meaney,Business Services,Diversified Outsourcing Services,Boston,MA,42.3600825,-71.0588801
620,Lennox International,627,305.70 ,10.00,11450,Todd M. Bluedorn,Industrials,Industrial Machinery,Richardson,TX,32.9483335,-96.7298519
621,General Cable,603,56.60,-,8500,Massimo Battaini,Industrials,"Electronics, Electrical Equip.",Highland Heights,KY,39.0331169,-84.4518854
622,American Eagle Outfitters,630,204.20 ,-3.90,24100,Jay L. Schottenstein,Retailing,Specialty Retailers: Apparel,Pittsburgh,PA,40.4406248,-79.9958864
623,Church & Dwight,652,743.40 ,62.00,4700,Matthew T. Farrell,Household Products,Household and Personal Products,Ewing Township,NJ,40.2599864,-74.7909125
624,Platform Specialty Products,636,296.20,-,7850,Rakesh Sachdev,Chemicals,Chemicals,West Palm Beach,FL,26.7153424,-80.0533746
625,JELD-WEN Holding,NULL,10.80 ,-97.10,21000,Gary S. Michel,Materials,"Building Materials, Glass",Charlotte,NC,35.2270869,-80.8431267
626,OneMain Holdings,602,183.00 ,-14.90,10100,Jay N. Levine,Financials,Diversified Financials,Evansville,IN,37.9715592,-87.5710898
627,Colfax,626,151.10 ,17.90,14300,Matthew L. Trerotola,Industrials,Industrial Machinery,Annapolis Junction,MD,39.1202934,-76.7769324
628,Zebra Technologies,639,17.00 ,-,7000,Anders Gustafsson,Industrials,"Electronics, Electrical Equip.",Lincolnshire,IL,42.1900249,-87.9084039
629,Andersons,595,42.50 ,266.70,1819,Patrick E. Bowe,"Food, Beverages &  Tobacco",Food Production,Maumee,OH,41.5628294,-83.6538244
630,TD Ameritrade Holding,674,872.00 ,3.60,10412,Timothy D. Hockey,Financials,Securities,Omaha,NE,41.2565369,-95.9345034
631,Carlyle Group,869,244.10 ,3714.10,1600,Kewsong Lee/Glenn A. Youngkin,Financials,Securities,Leavenworth,WA,47.7510741,-120.7401385
632,Hubbell,650,243.10 ,-17.00,17700,David G. Nord,Industrials,"Electronics, Electrical Equip.",Shelton,CT,41.3164856,-73.0931641
633,Trinity Industries,539,702.50 ,104.50,15605,Timothy R. Wallace,Transportation,Transportation Equipment,Dallas,TX,32.7766642,-96.7969879
634,Darling Ingredients,665,128.50 ,25.60,9800,Randall C. Stuewe,"Food, Beverages &  Tobacco",Food Production,Irving,TX,32.8140177,-96.9488945
635,Flowserve,589,2.70 ,-98.00,17000,R. Scott Rowe,Industrials,Industrial Machinery,Irving,TX,32.8140177,-96.9488945
636,Antero Resources,NULL,615.10 ,-,593,Paul M. Rady,Energy,"Mining, Crude-Oil Production",Denver,CO,39.7392358,-104.990251
637,Skyworks Solutions,680,1010.20 ,1.50,8400,Liam K. Griffin,Technology,Semiconductors and Other Electronic Components,Woburn,MA,42.4792618,-71.1522765
638,Landstar System,699,177.10 ,28.90,1273,James B. Gattoni,Transportation,"Trucking, Truck Leasing",Jacksonville,FL,30.3321838,-81.655651
639,Buckeye Partners,685,478.80 ,-10.60,1870,Clark C. Smith,Energy,Pipelines,Houston,TX,29.7604267,-95.3698028
640,MRC Global,726,50.00 ,-,3580,Andrew R. Lane,Energy,"Oil and Gas Equipment, Services",Houston,TX,29.7604267,-95.3698028
641,CME Group,633,4063.40 ,164.90,2830,Terrence A. Duffy,Financials,Securities,Chicago,IL,41.8781136,-87.6297982
642,Greif,676,118.60 ,58.30,13000,Peter G. Watson,Materials,"Packaging, Containers",Delaware,OH,40.2986724,-83.067965
643,Nexeo Solutions,NULL,14.40 ,-,2640,David A. Bradley,Wholesalers,Wholesalers: Diversified,The Woodlands,TX,30.1658207,-95.4612625
644,Cooper-Standard Holdings,655,135.30 ,-2.70,32000,Jeffrey S. Edwards,Motor Vehicles &  Parts,Motor Vehicles and Parts,Novi,MI,42.48059,-83.4754913
645,Urban Outfitters,645,108.30 ,-50.40,16330,Richard A. Hayne,Retailing,Specialty Retailers: Apparel,Philadelphia,PA,39.9525839,-75.1652215
646,LSC Communications,625,57.00,-153.80,24000,Thomas J. Quinlan III,Media,"Publishing, Printing",Chicago,IL,41.8781136,-87.6297982
647,Sabre,668,242.50 ,0.00,9000,Sean E. Menke,Technology,Internet Services and Retailing,Southlake,TX,32.9412363,-97.1341783
648,Green Plains,662,61.10 ,472.60,1427,Todd A. Becker,Energy,Energy,Omaha,NE,41.2565369,-95.9345034
649,Hexion,659,234.00,-,4300,Craig A. Rogerson,Chemicals,Chemicals,Columbus,OH,39.9611755,-82.9987942
650,Stericycle,642,42.40 ,-79.50,23200,Charles A. Alutto,Business Services,Waste Management,Lake Forest,IL,42.2586342,-87.840625
651,Warner Music Group,686,143.00 ,472.00,4520,Stephen F. Cooper,Media,Entertainment,New York,NY,40.7127753,-74.0059728
652,Ventas,658,1356.50 ,108.90,493,Debra A. Cafaro,Financials,Real estate,Chicago,IL,41.8781136,-87.6297982
653,ScanSource,647,69.20 ,8.80,2000,Michael L. Baur,Wholesalers,Wholesalers: Electronics and Office Equipment,Greenville,SC,34.8526176,-82.3940104
654,Pinnacle West Capital,651,488.50 ,10.50,6292,Donald E. Brandt,Energy,Utilities: Gas and Electric,Phoenix,AZ,33.4483771,-112.0740373
655,Scripps Networks Interactive,664,623.90 ,-7.40,3600,David M. Zaslav,Media,Entertainment,Knoxville,TN,35.9606384,-83.9207392
656,Alexion Pharmaceuticals,714,443.30 ,11.00,2525,Ludwig N. Hantson,Health Care,Pharmaceuticals,New Haven,CT,41.308274,-72.9278835
657,Pitney Bowes,663,261.30 ,181.60,14700,Marc B. Lautenbach,Technology,"Computers, Office Equipment",Stamford,CT,41.0534302,-73.5387341
658,CIT Group,550,468.20 ,-,4167,Ellen R. Alemany,Financials,Commercial Banks,New York,NY,40.7127753,-74.0059728
659,Country Financial,657,187.30 ,39.00,3834,Kurt F. Bock,Financials,Insurance: Property and Casualty (Mutual),Bloomington,IL,40.4842027,-88.9936873
660,CUNA Mutual Group,683,303.20 ,36.20,3300,Robert N. Trunzo,Financials,"Insurance: Life, Health (stock)",Madison,WI,43.0730517,-89.4012302
661,Triumph Group,601,43.00,-,14309,Daniel J. Crowley,Aerospace &  Defense,Aerospace and Defense,Berwyn,PA,40.045824,-75.4395931
662,TransDigm Group,698,596.90 ,1.80,9200,Kevin M. Stein,Aerospace &  Defense,Aerospace and Defense,Cleveland,OH,41.49932,-81.6943605
663,Allegheny Technologies,707,91.90,-,8600,Richard J. Harshman,Materials,Metals,Pittsburgh,PA,40.4406248,-79.9958864
664,Resolute Forest Products,646,84.00,-,7700,Yves Laflamme,Materials,Forest and Paper Products,Catawba,SC,34.8529233,-80.9111862
665,Acuity Brands,679,321.70 ,10.60,12500,Vernon J. Nagel,Industrials,"Electronics, Electrical Equip.",Atlanta,GA,33.7489954,-84.3879824
666,Abercrombie & Fitch,675,7.10 ,79.30,22500,Fran Horowitz-Bonadies,Retailing,Specialty Retailers: Apparel,New Albany,OH,40.0811745,-82.8087864
667,KLA-Tencor,733,926.10 ,31.50,5990,Richard P. Wallace,Technology,Semiconductors and Other Electronic Components,Milpitas,CA,37.4323341,-121.8995741
668,Weis Markets,706,98.40 ,12.90,23000,Jonathan H. Weis,Food &  Drug Stores,Food and Drug Stores,Sunbury,PA,40.862585,-76.7944104
669,Puget Energy,700,175.20 ,-44.00,3140,Kimberly J. Harris,Energy,Utilities: Gas and Electric,Bellevue,WA,47.6101497,-122.2015159
670,Mednax,697,320.40 ,-1.40,14000,Roger J. Medel,Health Care,Health Care: Pharmacy and Other Services,Fort Lauderdale,FL,26.1669711,-80.256595
671,Kar Auction Services,702,362.00 ,62.80,15488,James P. Hallett,Wholesalers,Wholesalers: Diversified,Carmel,IN,39.978371,-86.1180435
672,PolyOne,673,57.70,-134.90,6400,Robert M. Patterson,Chemicals,Chemicals,Avon Lake,OH,41.5053178,-82.0282001
673,FMC,681,535.80 ,156.20,7000,Pierre R. Brondeau,Chemicals,Chemicals,Philadelphia,PA,39.9525839,-75.1652215
674,Edwards Lifesciences,734,583.60 ,2.50,12200,Michael A. Mussallem,Health Care,Medical Products and Equipment,Irvine,CA,33.6845673,-117.8265049
675,Microchip Technology,897,164.60 ,-49.20,12656,Steve Sanghi,Technology,Semiconductors and Other Electronic Components,Chandler,AZ,33.3061605,-111.8412502
676,Amerco,682,398.40 ,-18.50,20376,Edward J. Shoen,Transportation,"Trucking, Truck Leasing",Reno,NV,39.5296329,-119.8138027
677,Mercury General,689,144.90 ,98.30,4300,Gabriel Tirador,Financials,Insurance: Property and Casualty (Stock),Los Angeles,CA,34.0522342,-118.2436849
678,American National Insurance,688,493.70 ,172.70,4621,James E. Pozzi,Financials,"Insurance: Life, Health (stock)",Galveston,TX,29.3013479,-94.7976958
679,Carters,694,302.80 ,17.30,20900,Michael D. Casey,Apparel,Apparel,Atlanta,GA,33.7489954,-84.3879824
680,International Flavors & Fragrances,711,295.70 ,-27.00,7300,Andreas Fibig,Chemicals,Chemicals,New York,NY,40.7127753,-74.0059728
681,Aarons,692,292.50 ,110.00,11900,John W. Robinson III,Retailing,Specialty Retailers: Other,Atlanta,GA,33.7489954,-84.3879824
682,Alliant Energy,677,457.30 ,23.10,3989,Patricia L. Kampling,Energy,Utilities: Gas and Electric,Madison,WI,43.0730517,-89.4012302
683,EQT,NULL,1508.50 ,-,2067,David L. Porges,Energy,Energy,Pittsburgh,PA,40.4406248,-79.9958864
684,Monster Beverage,721,820.70 ,15.20,2589,Rodney C. Sacks,"Food, Beverages &  Tobacco",Beverages,Corona,CA,33.8752935,-117.5664384
685,BMC Stock Holdings,712,57.40 ,86.00,9100,David L. Keltner,Wholesalers,Wholesalers: Diversified,Atlanta,GA,33.7489954,-84.3879824
686,Ryerson Holding,753,17.10 ,-8.60,3600,Edward J. Lehner,Materials,Metals,Chicago,IL,41.8781136,-87.6297982
687,Equifax,703,587.30 ,20.20,10300,Mark W. Begor,Business Services,Financial Data Services,Atlanta,GA,33.7489954,-84.3879824
688,Regal Beloit,690,213.00 ,4.70,23600,Mark J. Gliebe,Industrials,"Electronics, Electrical Equip.",Beloit,WI,42.5083482,-89.0317765
689,Old Dominion Freight Line,731,463.80 ,56.80,19183,Greg C. Gantt,Transportation,"Trucking, Truck Leasing",Thomasville,NC,35.8826369,-80.0819879
690,American Water Works,678,426.00 ,-9.00,6900,Susan N. Story,Energy,Miscellaneous,Voorhees Township,NJ,39.8519447,-74.961517
691,BGC Partners,771,51.50 ,-49.80,9238,Howard W. Lutnick,Financials,Securities,New York,NY,40.7127753,-74.0059728
692,Brinks,730,16.70 ,-51.60,62150,Douglas A. Pertz,Business Services,Diversified Outsourcing Services,Richmond,VA,37.5407246,-77.4360481
692,Meritor,730,16.70 ,-51.60,62150,Douglas A. Pertz,Business Services,Diversified Outsourcing Services,Richmond,VA,37.5407246,-77.4360481
694,Sentry Insurance Group,720,288.50 ,30.10,4139,Peter G. McPartland,Financials,Insurance: Property and Casualty (Mutual),Stevens Point,WI,44.5235792,-89.574563
695,Sanderson Farms,758,279.70 ,48.00,14669,Joe F. Sanderson Jr.,"Food, Beverages &  Tobacco",Food Production,Laurel,MS,31.6940509,-89.1306124
696,KapStone Paper & Packaging,715,243.50 ,182.30,6400,Matthew Kaplan,Materials,"Packaging, Containers",Northbrook,IL,42.1275267,-87.8289548
697,Gartner,821,3.30 ,-98.30,15131,Eugene A. Hall,Technology,Information Technology Services,Stamford,CT,41.0534302,-73.5387341
698,IAC/InterActiveCorp,705,304.90 ,-,7000,Joseph Levin,Technology,Internet Services and Retailing,New York City,NY,40.7127753,-74.0059728
699,Tailored Brands,667,96.70 ,287.50,18200,Douglas S. Ewert,Retailing,Specialty Retailers: Apparel,Houston,TX,29.7604267,-95.3698028
700,WABCO Holdings,759,406.10 ,82.10,14631,Jacques Esculier,Motor Vehicles &  Parts,Motor Vehicles and Parts,Rochester Hills,MI,42.6583661,-83.1499322
701,Insperity,739,84.40 ,27.90,2900,Paul J. Sarvadi,Business Services,Diversified Outsourcing Services,Houston,TX,30.0575359,-95.1902986
702,Comerica,736,743.00 ,55.80,7999,Ralph W. Babb Jr.,Financials,Commercial Banks,Dallas,TX,32.7766642,-96.7969879
703,TriNet Group,717,178.00 ,189.90,2700,Burton M. Goldfield,Business Services,Diversified Outsourcing Services,San Leandro,CA,37.7249296,-122.1560768
704,Avaya Holdings,621,-,-,8700,James M. Chirico Jr.,Technology,Information Technology Services,Santa Clara,CA,37.3541079,-121.9552356
705,Ashland Global Holdings,516,1.00 ,-,6500,William A. Wulfsohn,Chemicals,Chemicals,Covington,KY,39.0836712,-84.5085536
706,Meritage Homes,725,143.30 ,-4.20,1605,Steven J. Hilton,Engineering &  Construction,Homebuilders,Scottsdale,AZ,33.4941704,-111.9260519
707,SkyWest,710,428.90 ,-,16300,Russell A. Childs,Transportation,Airlines,St. George,UT,37.0965278,-113.5684164
708,USG,566,88.00 ,-82.70,6800,Jennifer F. Scanlon,Materials,"Building Materials, Glass",Chicago,IL,41.8781136,-87.6297982
709,Southwestern Energy,823,1046.00 ,-,1575,William J. Way,Energy,"Mining, Crude-Oil Production",Spring,TX,30.0799405,-95.4171601
710,Keysight Technologies,745,102.00 ,-69.60,12600,Ronald S. Nersesian,Technology,"Scientific,Photographic and  Control Equipment",Santa Rosa,CA,38.440429,-122.7140548
711,Regal Entertainment Group,696,112.30 ,-34.10,26047,Nisan Cohen,Media,Entertainment,Knoxville,TN,35.9606384,-83.9207392
712,Mutual of America Life Insurance,770,26.20 ,56.70,1079,John R. Greed,Financials,"Insurance: Life, Health (Mutual)",New York,NY,40.7127753,-74.0059728
713,Paychex,737,817.30 ,8.00,13700,Martin Mucci,Business Services,Diversified Outsourcing Services,Rochester,NY,43.1565779,-77.6088465
714,Brinker International,684,150.80 ,-24.90,57906,Wyman T. Roberts,"Hotels, Restaurants &  Leisure",Food Services,Dallas,TX,32.7766642,-96.7969879
715,Penn National Gaming,728,473.50 ,333.10,18754,Timothy J. Wilmott,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",Wyomissing,PA,40.329537,-75.9652117
716,Gannett,722,6.90 ,-86.90,19000,Robert J. Dickey,Media,"Publishing, Printing",McLean,VA,38.9338676,-77.1772604
717,Visteon,693,176.00 ,134.70,10000,Sachin S. Lawande,Motor Vehicles &  Parts,Motor Vehicles and Parts,Van Buren Charter Township,MI,42.2203171,-83.4838244
718,Pinnacle Foods,708,532.00 ,152.00,4900,Mark A. Clouse,"Food, Beverages &  Tobacco",Food Consumer Products,Parsippany-Troy Hills,NJ,40.8652865,-74.4173877
719,Intuitive Surgical,773,660.00 ,-10.30,4444,Gary S. Guthart,Health Care,Medical Products and Equipment,Sunnyvale,CA,37.36883,-122.0363496
720,Continental Resources,945,789.40 ,-,1127,Harold G. Hamm,Energy,"Mining, Crude-Oil Production",Oklahoma City,OK,35.4675602,-97.5164276
721,Service Corp. International,729,546.70 ,208.80,19468,Thomas L. Ryan,Business Services,Miscellaneous,Houston,TX,29.7604267,-95.3698028
722,Scientific Games,750,242.30,-,8600,Barry L. Cottle,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",Las Vegas,NV,36.1699412,-115.1398296
723,Albemarle,654,54.90 ,-91.50,5400,Luther C. Kissam IV,Chemicals,Chemicals,Charlotte,NC,35.2270869,-80.8431267
724,Atmos Energy,670,396.40 ,13.20,4565,Michael E. Haefner,Energy,Utilities: Gas and Electric,Dallas,TX,32.7766642,-96.7969879
725,Hologic,755,755.50 ,128.40,6233,Stephen P. MacMillan,Health Care,Medical Products and Equipment,Marlboro,MA,42.3459271,-71.5522874
726,H& R Block,727,408.90 ,9.30,44900,Jeffrey J. Jones II,Financials,Diversified Financials,KCMO,MO,39.0997265,-94.5785667
727,Qorvo,787,16.60,-,8600,Robert A. Bruggeworth,Technology,Semiconductors and Other Electronic Components,Greensboro,NC,36.0726354,-79.7919754
728,Steelcase,718,124.60 ,-26.80,12650,James P. Keane,Household Products,"Home Equipment, Furnishings",Grand Rapids,MI,42.9633599,-85.6680863
729,Univision Communications,724,654.90 ,199.20,4500,Vincent Sadusky,Media,Entertainment,New York,NY,40.7127753,-74.0059728
730,Worthington Industries,757,204.50 ,42.30,10000,John P. McConnell,Materials,Metals,Columbus,OH,39.9611755,-82.9987942
731,Timken,781,203.40 ,33.30,15006,Richard G. Kyle,Industrials,Industrial Machinery,North Canton,OH,40.875891,-81.4023356
732,A.O. Smith,776,296.50 ,-9.20,16100,Ajita G. Rajendra,Industrials,"Electronics, Electrical Equip.",Milwaukee,WI,43.0389025,-87.9064736
733,PriceSmart,748,90.70 ,2.30,7903,Jose Luis Laparte,Retailing,General Merchandisers,San Diego,CA,32.715738,-117.1610838
734,Stifel Financial,785,182.90 ,124.30,7100,Ronald J. Kruszewski,Financials,Securities,St. Louis,MO,38.6270025,-90.1994042
735,Brown-Forman,713,669.00 ,-37.30,4570,Paul C. Varga,"Food, Beverages &  Tobacco",Beverages,Louisville,KY,38.2526647,-85.7584557
736,Cinemark Holdings,744,264.20 ,3.60,19915,Mark Zoradi,Media,Entertainment,Plano,TX,33.0198431,-96.6988856
737,Granite Construction,808,69.10 ,21.00,3600,James H. Roberts,Engineering &  Construction,"Engineering, Construction",Watsonville,CA,36.910231,-121.7568946
738,Dycom Industries,780,151.30 ,-3.70,14365,Steven E. Nielsen,Engineering &  Construction,"Engineering, Construction",Palm Beach Gardens,FL,26.8233946,-80.1386547
739,Clean Harbors,764,100.70 ,-,12700,Alan S. McKim,Business Services,Waste Management,Norwell,MA,42.1615157,-70.7927832
740,First Solar,738,165.60,-,4100,Mark R. Widmar,Energy,Energy,Tempe,AZ,33.4255104,-111.9400054
741,Scotts Miracle-Gro,740,218.30 ,-30.80,4700,James S. Hagedorn,Chemicals,Chemicals,Marysville,OH,40.2364486,-83.3671432
742,Cracker Barrel Old Country Store,747,201.90 ,6.70,73000,Sandra B. Cochran,"Hotels, Restaurants &  Leisure",Food Services,Lebanon,TN,36.2081098,-86.2911024
743,Triple-S Management,732,54.50 ,212.50,3517,Roberto Garcia-Rodriguez,Health Care,Health Care: Insurance and Managed Care,San Juan,Puerto Rico,18.4655394,-66.1057355
744,First Republic Bank,842,757.70 ,12.50,4025,James H. Herbert II,Financials,Commercial Banks,SF,CA,37.7749295,-122.4194155
745,ServiceMaster Global Holdings,768,510.00 ,229.00,13000,Nikhil Varty,Business Services,Diversified Outsourcing Services,Memphis,TN,35.1495343,-90.0489801
746,PC Connection,775,54.90 ,14.00,2505,Timothy J. McGrath,Retailing,Specialty Retailers: Other,Merrimack,NH,42.8678693,-71.4948322
747,Genesco,751,111.80,-214.80,19350,Robert J. Dennis,Retailing,Specialty Retailers: Apparel,Nashville,TN,36.1626638,-86.7816016
748,Medical Mutual of Ohio,762,8.10 ,-80.00,2244,Richard A. Chiricosta,Financials,"Insurance: Life, Health (Mutual)",Cleveland,OH,41.49932,-81.6943605
749,MSC Industrial Direct,752,231.40 ,0.10,6563,Erik Gershwind,Wholesalers,Wholesalers: Diversified,Melville,NY,40.7934322,-73.4151214
750,Legg Mason,783,227.30 ,-,3338,Joseph A. Sullivan,Financials,Securities,Baltimore,MD,39.2903848,-76.6121893
751,Hyster-Yale Materials Handling,792,48.60 ,13.60,6800,Alfred M. Rankin Jr.,Industrials,Industrial Machinery,Cleveland,OH,41.49932,-81.6943605
752,Apollo Global Management,881,629.10 ,56.20,1047,Leon D. Black,Financials,Securities,New York,NY,40.7127753,-74.0059728
753,Citrix Systems,661,20.70,-103.90,7500,David J. Henshall,Technology,Computer Software,Fort Lauderdale,FL,26.1224386,-80.1373174
754,Acadia Healthcare,754,199.80 ,3153.10,34050,Joey A. Jacobs,Health Care,Health Care: Medical Facilities,Franklin,TN,35.9250637,-86.8688899
755,Varian Medical Systems,691,249.60 ,-38.00,6600,Dow R. Wilson,Health Care,Medical Products and Equipment,Palo Alto,CA,37.4418834,-122.1430195
756,Groupon,704,14.00 ,-,6672,Rich Williams,Technology,Internet Services and Retailing,Chicago,IL,41.8781136,-87.6297982
757,Aleris,782,210.60,-,5400,Sean M. Stack,Materials,Metals,Cleveland,OH,41.49932,-81.6943605
758,Sprague Resources,837,29.50 ,190.20,981,David C. Glendon,Wholesalers,Wholesalers: Diversified,Portsmouth,NH,43.0717552,-70.7625532
759,Cooper Tire & Rubber,743,95.40 ,-61.60,9204,Bradley E. Hughes,Motor Vehicles &  Parts,Motor Vehicles and Parts,Findlay,OH,41.04422,-83.6499321
760,Hain Celestial Group,NULL,67.40 ,42.20,7825,Irwin D. Simon,"Food, Beverages &  Tobacco",Food Consumer Products,Lake Success,NY,40.7706572,-73.7176312
761,Penn Mutual Life Insurance,799,594.00 ,181.80,3089,Eileen C. McDonnell,Financials,"Insurance: Life, Health (stock)",Horsham,PA,40.1784422,-75.1285061
762,Colony NorthStar,NULL,197.90,-568.00,544,Richard B. Saltzman,Financials,Real estate,Los Angeles,CA,34.0522342,-118.2436849
